0,1,2
1098,purple eyes,purple hair
1099,black hair,red eyes
1100,blue eyes,orange hair
1101,black hair,blue eyes
1102,green eyes,pink hair
1103,blonde hair,red eyes
1104,black hair,green eyes
1105,black eyes,black hair
1106,aqua hair,blue eyes
1107,brown eyes,brown hair
1108,blue hair,purple eyes
1109,aqua hair,black eyes
1110,black hair,red eyes
1111,blonde hair,blue eyes
1112,purple hair,red eyes
1113,blonde hair,red eyes
1114,blonde hair,red eyes
1115,blonde hair,green eyes
1116,purple eyes,purple hair
1117,black hair,brown eyes
1118,pink hair,red eyes
1119,blue eyes,red hair
1120,brown eyes,purple hair
1121,purple eyes,purple hair
1122,black hair,red eyes
1123,red eyes,white hair
1124,blonde hair,blue eyes
1125,green eyes,pink hair
1126,blue eyes,pink hair
1127,black eyes,black hair
1128,black hair,red eyes
1129,brown eyes,brown hair
1130,blue eyes,red hair
1131,blonde hair,blue eyes
1132,green eyes,purple hair
1133,purple eyes,purple hair
1134,pink hair,red eyes
1135,blue eyes,pink hair
1136,purple eyes,purple hair
1137,blonde hair,blue eyes
1138,black hair,red eyes
1139,blue eyes,pink hair
1140,blonde hair,green eyes
1141,blue eyes,pink hair
1142,brown eyes,brown hair
1143,blonde hair,green eyes
1144,blue eyes,red hair
1145,blonde hair,green eyes
1146,pink eyes,pink hair
1147,green eyes,pink hair
1148,blonde hair,blue eyes
1149,pink hair,yellow eyes
1150,blonde hair,blue eyes
1151,brown eyes,brown hair
1152,purple eyes,purple hair
1153,red eyes,white hair
1154,blue eyes,pink hair
1155,green eyes,green hair
1156,blue eyes,blue hair
1157,brown eyes,brown hair
1158,pink hair,red eyes
1159,blue eyes,blue hair
1160,blonde hair,blue eyes
1161,purple eyes,purple hair
1162,brown eyes,purple hair
1163,blue eyes,brown hair
1164,blonde hair,green eyes
1165,green eyes,purple hair
1166,black hair,blue eyes
1167,pink hair,purple eyes
1168,red eyes,red hair
1169,brown eyes,brown hair
1170,black hair,purple eyes
1171,black eyes,brown hair
1172,pink eyes,pink hair
1173,green eyes,pink hair
1174,black hair,red eyes
1175,blonde hair,brown eyes
1176,red eyes,white hair
1177,black eyes,brown hair
1178,blue eyes,pink hair
1179,black eyes,black hair
1180,blonde hair,blue eyes
1181,blonde hair,blue eyes
1182,blonde hair,red eyes
1183,brown eyes,red hair
1184,aqua hair,blue eyes
1185,blonde hair,green eyes
1186,black eyes,black hair
1187,blonde hair,brown eyes
1188,purple eyes,purple hair
1189,black eyes,brown hair
1190,green eyes,pink hair
1191,blonde hair,red eyes
1192,red eyes,red hair
1193,blue eyes,blue hair
1194,blue eyes,purple hair
1195,blue eyes,pink hair
1196,blue eyes,blue hair
1197,aqua hair,green eyes
1198,blue eyes,red hair
1199,blonde hair,blue eyes
1200,blue eyes,red hair
1201,brown hair,green eyes
1202,blue eyes,white hair
1203,purple hair,red eyes
1204,blue eyes,purple hair
1205,blue eyes,green hair
1206,pink eyes,pink hair
1207,red eyes,white hair
1208,red eyes,red hair
1209,blue eyes,purple hair
1210,blonde hair,blue eyes
1211,blue eyes,pink hair
1212,blue eyes,green hair
1213,red eyes,red hair
1214,blonde hair,red eyes
1215,blue eyes,red hair
1216,blue eyes,blue hair
1217,blue eyes,brown hair
1218,blonde hair,blue eyes
1219,blue eyes,brown hair
1220,blonde hair,red eyes
1221,brown hair,red eyes
1222,brown eyes,brown hair
1223,black hair,red eyes
1224,pink hair,red eyes
1225,red eyes,white hair
1226,blonde hair,blue eyes
1227,black eyes,blonde hair
1228,brown hair,green eyes
1229,brown eyes,purple hair
1230,black eyes,brown hair
1231,blue eyes,blue hair
1232,blue hair,red eyes
1233,blue eyes,purple hair
1234,blue eyes,blue hair
1235,brown hair,red eyes
1236,blue eyes,green hair
1237,green eyes,green hair
1238,blonde hair,brown eyes
1239,blonde hair,blue eyes
1240,red eyes,white hair
1241,brown eyes,brown hair
1242,black hair,purple eyes
1243,blonde hair,red eyes
1244,blue eyes,pink hair
1245,black hair,green eyes
1246,pink hair,red eyes
1247,purple hair,red eyes
1248,blue eyes,pink hair
1249,blue eyes,red hair
1250,blue eyes,blue hair
1251,blue hair,red eyes
1252,brown hair,green eyes
1253,green eyes,green hair
1254,brown eyes,brown hair
1255,brown eyes,brown hair
1256,black hair,red eyes
1257,blue eyes,pink hair
1258,blonde hair,red eyes
1259,blonde hair,green eyes
1260,blonde hair,blue eyes
1261,blue eyes,pink hair
1262,blue eyes,blue hair
1263,blonde hair,blue eyes
1264,brown eyes,purple hair
1265,black eyes,brown hair
1266,black hair,blue eyes
1267,brown eyes,brown hair
1268,pink eyes,pink hair
1269,blonde hair,blue eyes
1270,pink eyes,pink hair
1271,blonde hair,blue eyes
1272,blonde hair,blue eyes
1273,blonde hair,blue eyes
1274,blonde hair,red eyes
1275,blonde hair,blue eyes
1276,red eyes,red hair
1277,pink hair,red eyes
1278,brown eyes,brown hair
1279,purple hair,red eyes
1280,black hair,brown eyes
1281,brown eyes,brown hair
1282,blue eyes,brown hair
1283,blue hair,purple eyes
1284,brown eyes,brown hair
1285,blonde hair,red eyes
1286,blue eyes,red hair
1287,black eyes,black hair
1288,black hair,red eyes
1289,red eyes,red hair
1290,blonde hair,blue eyes
1291,green eyes,red hair
1292,blonde hair,green eyes
1293,brown hair,red eyes
1294,blue eyes,orange hair
1295,black eyes,black hair
1296,brown eyes,brown hair
1297,blonde hair,blue eyes
1298,blue eyes,pink hair
1299,blonde hair,brown eyes
1300,brown eyes,brown hair
1301,blue eyes,purple hair
1302,blonde hair,blue eyes
1303,black hair,brown eyes
1304,blonde hair,blue eyes
1305,blue hair,green eyes
1306,black hair,red eyes
1307,black hair,red eyes
1308,red eyes,red hair
1309,brown hair,red eyes
1310,blue eyes,red hair
1311,blue eyes,red hair
1312,blonde hair,blue eyes
1313,pink eyes,pink hair
1314,green eyes,green hair
1315,blonde hair,blue eyes
1316,green eyes,pink hair
1317,black hair,brown eyes
1318,brown hair,red eyes
1319,brown hair,red eyes
1320,blonde hair,blue eyes
1321,brown eyes,brown hair
1322,pink hair,red eyes
1323,blonde hair,blue eyes
1324,blonde hair,blue eyes
1325,blonde hair,blue eyes
1326,blue eyes,white hair
1327,brown eyes,brown hair
1328,purple hair,red eyes
1329,aqua eyes,aqua hair
1330,brown eyes,red hair
1331,blonde hair,blue eyes
1332,black eyes,black hair
1333,black hair,red eyes
1334,blonde hair,blue eyes
1335,blonde hair,blue eyes
1336,blue eyes,pink hair
1337,red eyes,red hair
1338,green eyes,green hair
1339,black hair,green eyes
1340,blonde hair,purple eyes
1341,black hair,blue eyes
1342,brown eyes,purple hair
1343,brown eyes,red hair
1344,blue eyes,brown hair
1345,blonde hair,green eyes
1346,green eyes,pink hair
1347,blue eyes,red hair
1348,aqua hair,green eyes
1349,blonde hair,red eyes
1350,pink eyes,pink hair
1351,blue eyes,pink hair
1352,brown eyes,brown hair
1353,blue eyes,pink hair
1354,black hair,blue eyes
1355,blue eyes,blue hair
1356,blonde hair,blue eyes
1357,blonde hair,red eyes
1358,blonde hair,red eyes
1359,blue hair,red eyes
1360,blonde hair,blue eyes
1361,black eyes,brown hair
1362,black hair,brown eyes
1363,blonde hair,red eyes
1364,purple hair,red eyes
1365,brown eyes,brown hair
1366,blue eyes,white hair
1367,red eyes,red hair
1368,brown eyes,brown hair
1369,blonde hair,blue eyes
1370,brown eyes,purple hair
1371,blonde hair,blue eyes
1372,blue eyes,pink hair
1373,purple eyes,purple hair
1374,blonde hair,green eyes
1375,blonde hair,blue eyes
1376,red eyes,red hair
1377,black hair,brown eyes
1378,pink eyes,purple hair
1379,black hair,red eyes
1380,black hair,red eyes
1381,black hair,green eyes
1382,blue eyes,purple hair
1383,purple eyes,purple hair
1384,blonde hair,red eyes
1385,blonde hair,red eyes
1386,pink hair,purple eyes
1387,blonde hair,green eyes
1388,blonde hair,red eyes
1389,blonde hair,green eyes
1390,purple eyes,purple hair
1391,green eyes,green hair
1392,blue eyes,blue hair
1393,pink hair,red eyes
1394,blue eyes,blue hair
1395,brown hair,red eyes
1396,blue eyes,blue hair
1397,green eyes,pink hair
1398,blonde hair,green eyes
1399,blonde hair,brown eyes
1400,blue eyes,pink hair
1401,pink hair,red eyes
1402,blue eyes,blue hair
1403,blue eyes,pink hair
1404,blonde hair,red eyes
1405,black hair,blue eyes
1406,brown eyes,brown hair
1407,green eyes,purple hair
1408,brown eyes,brown hair
1409,blonde hair,blue eyes
1410,aqua hair,green eyes
1411,black hair,red eyes
1412,blonde hair,red eyes
1413,green eyes,purple hair
1414,pink hair,red eyes
1415,blonde hair,red eyes
1416,blonde hair,blue eyes
1417,blonde hair,blue eyes
1418,black hair,red eyes
1419,blonde hair,red eyes
1420,blue eyes,blue hair
1421,blonde hair,purple eyes
1422,blue eyes,blue hair
1423,purple hair,red eyes
1424,blue eyes,purple hair
1425,black hair,brown eyes
1426,pink hair,red eyes
1427,red eyes,red hair
1428,blonde hair,red eyes
1429,black hair,red eyes
1430,pink hair,purple eyes
1431,pink eyes,pink hair
1432,purple eyes,purple hair
1433,blonde hair,blue eyes
1434,black hair,red eyes
1435,pink hair,purple eyes
1436,blonde hair,purple eyes
1437,brown hair,green eyes
1438,brown eyes,brown hair
1439,black eyes,black hair
1440,purple eyes,purple hair
1441,orange hair,red eyes
1442,blonde hair,red eyes
1443,green eyes,pink hair
1444,brown eyes,brown hair
1445,green eyes,green hair
1446,blue eyes,pink hair
1447,blue eyes,blue hair
1448,blue eyes,pink hair
1449,pink hair,purple eyes
1450,blue eyes,red hair
1451,blue eyes,pink hair
1452,purple eyes,purple hair
1453,black hair,brown eyes
1454,blue eyes,brown hair
1455,blue eyes,pink hair
1456,blonde hair,red eyes
1457,pink eyes,pink hair
1458,brown eyes,red hair
1459,blue eyes,blue hair
1460,blonde hair,brown eyes
1461,blonde hair,blue eyes
1462,black eyes,brown hair
1463,blonde hair,blue eyes
1464,blue eyes,blue hair
1465,black eyes,black hair
1466,black eyes,pink hair
1467,blue eyes,red hair
1468,blue eyes,blue hair
1469,pink hair,red eyes
1470,green eyes,red hair
1471,blue eyes,pink hair
1472,blonde hair,blue eyes
1473,blue eyes,purple hair
1474,green eyes,green hair
1475,black hair,blue eyes
1476,brown eyes,brown hair
1477,blue eyes,purple hair
1478,blue eyes,brown hair
1479,aqua eyes,aqua hair
1480,brown hair,red eyes
1481,blue eyes,pink hair
1482,black hair,brown eyes
1483,blue eyes,red hair
1484,brown eyes,pink hair
1485,black eyes,black hair
1486,black hair,red eyes
1487,brown hair,yellow eyes
1488,blonde hair,blue eyes
1489,blue hair,red eyes
1490,blue eyes,red hair
1491,pink hair,red eyes
1492,black eyes,red hair
1493,blonde hair,blue eyes
1494,brown eyes,brown hair
1495,blonde hair,red eyes
1496,purple hair,red eyes
1497,aqua eyes,aqua hair
1498,red eyes,white hair
1499,brown eyes,red hair
1500,blonde hair,red eyes
1501,brown eyes,brown hair
1502,blonde hair,blue eyes
1503,blue eyes,brown hair
1504,black hair,red eyes
1505,blue eyes,pink hair
1506,black eyes,blonde hair
1507,blue eyes,pink hair
1508,pink hair,purple eyes
1509,blonde hair,red eyes
1510,purple eyes,purple hair
1511,brown eyes,brown hair
1512,brown eyes,brown hair
1513,blonde hair,red eyes
1514,blue eyes,pink hair
1515,blonde hair,blue eyes
1516,blue eyes,white hair
1517,green eyes,green hair
1518,green eyes,red hair
1519,blonde hair,blue eyes
1520,blue eyes,green hair
1521,green eyes,green hair
1522,purple hair,red eyes
1523,blue eyes,purple hair
1524,blonde hair,blue eyes
1525,blonde hair,blue eyes
1526,brown eyes,brown hair
1527,blonde hair,blue eyes
1528,brown eyes,brown hair
1529,aqua hair,blue eyes
1530,purple eyes,white hair
1531,brown hair,red eyes
1532,black eyes,brown hair
1533,black hair,purple eyes
1534,purple eyes,purple hair
1535,blonde hair,blue eyes
1536,blue eyes,pink hair
1537,purple eyes,purple hair
1538,green eyes,pink hair
1539,black eyes,black hair
1540,black hair,purple eyes
1541,purple eyes,purple hair
1542,brown eyes,brown hair
1543,blue eyes,purple hair
1544,blue eyes,pink hair
1545,blonde hair,red eyes
1546,brown eyes,brown hair
1547,blonde hair,red eyes
1548,blonde hair,blue eyes
1549,blue eyes,blue hair
1550,blonde hair,blue eyes
1551,green eyes,green hair
1552,black eyes,black hair
1553,black eyes,brown hair
1554,blue eyes,blue hair
1555,blonde hair,red eyes
1556,black eyes,black hair
1557,red eyes,white hair
1558,blue eyes,blue hair
1559,blonde hair,blue eyes
1560,blue eyes,purple hair
1561,blonde hair,brown eyes
1562,brown hair,green eyes
1563,black hair,brown eyes
1564,black eyes,brown hair
1565,purple hair,red eyes
1566,black eyes,black hair
1567,brown eyes,brown hair
1568,pink hair,red eyes
1569,blue eyes,pink hair
1570,black hair,red eyes
1571,black hair,red eyes
1572,brown hair,green eyes
1573,brown eyes,brown hair
1574,red eyes,red hair
1575,blonde hair,blue eyes
1576,blue eyes,blue hair
1577,blonde hair,blue eyes
1578,blonde hair,green eyes
1579,blonde hair,red eyes
1580,aqua hair,blue eyes
1581,green eyes,red hair
1582,purple eyes,purple hair
1583,aqua eyes,aqua hair
1584,blue eyes,brown hair
1585,black eyes,green hair
1586,blue hair,red eyes
1587,blonde hair,green eyes
1588,red eyes,white hair
1589,purple eyes,purple hair
1590,blonde hair,brown eyes
1591,blonde hair,blue eyes
1592,blonde hair,blue eyes
1593,blue eyes,pink hair
1594,blonde hair,green eyes
1595,blue eyes,white hair
1596,brown eyes,brown hair
1597,blonde hair,blue eyes
1598,blue eyes,blue hair
1599,green eyes,purple hair
1600,blue eyes,purple hair
1601,black eyes,blonde hair
1602,blonde hair,blue eyes
1603,brown eyes,brown hair
1604,blonde hair,green eyes
1605,blue eyes,blue hair
1606,blonde hair,red eyes
1607,pink hair,red eyes
1608,blonde hair,green eyes
1609,blue eyes,brown hair
1610,brown eyes,brown hair
1611,aqua eyes,aqua hair
1612,brown eyes,brown hair
1613,black hair,red eyes
1614,pink eyes,pink hair
1615,blue eyes,purple hair
1616,blue eyes,brown hair
1617,blonde hair,red eyes
1618,blonde hair,brown eyes
1619,brown eyes,brown hair
1620,pink hair,purple eyes
1621,pink hair,purple eyes
1622,purple eyes,purple hair
1623,purple hair,red eyes
1624,blonde hair,brown eyes
1625,brown eyes,brown hair
1626,green eyes,red hair
1627,blonde hair,yellow eyes
1628,green eyes,green hair
1629,blonde hair,blue eyes
1630,brown eyes,brown hair
1631,brown eyes,brown hair
1632,brown hair,red eyes
1633,blonde hair,red eyes
1634,blue eyes,green hair
1635,blue eyes,purple hair
1636,blonde hair,blue eyes
1637,pink hair,red eyes
1638,blonde hair,blue eyes
1639,blue eyes,blue hair
1640,blonde hair,blue eyes
1641,purple eyes,purple hair
1642,pink hair,red eyes
1643,purple eyes,purple hair
1644,black hair,blue eyes
1645,purple hair,red eyes
1646,black eyes,brown hair
1647,blonde hair,blue eyes
1648,brown eyes,brown hair
1649,brown eyes,brown hair
1650,blue eyes,brown hair
1651,blue hair,green eyes
1652,green eyes,pink hair
1653,blue eyes,purple hair
1654,blonde hair,red eyes
1655,blue eyes,green hair
1656,brown eyes,brown hair
1657,blonde hair,blue eyes
1658,blue hair,red eyes
1659,black hair,purple eyes
1660,black eyes,black hair
1661,black eyes,blonde hair
1662,black hair,red eyes
1663,pink hair,purple eyes
1664,pink hair,red eyes
1665,blonde hair,blue eyes
1666,green eyes,green hair
1667,purple eyes,purple hair
1668,black hair,red eyes
1669,black eyes,brown hair
1670,brown eyes,brown hair
1671,red eyes,red hair
1672,blonde hair,blue eyes
1673,green eyes,red hair
1674,green eyes,green hair
1675,black hair,red eyes
1676,blue eyes,brown hair
1677,black eyes,black hair
1678,green hair,yellow eyes
1679,green eyes,purple hair
1680,blonde hair,blue eyes
1681,black hair,red eyes
1682,blonde hair,red eyes
1683,pink hair,red eyes
1684,green hair,red eyes
1685,black eyes,brown hair
1686,blonde hair,blue eyes
1687,blue eyes,brown hair
1688,purple hair,red eyes
1689,purple hair,red eyes
1690,blonde hair,blue eyes
1691,blue eyes,pink hair
1692,blue eyes,brown hair
1693,black eyes,red hair
1694,blonde hair,blue eyes
